reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,category
880190e5-dd63-445e-93f1-46b21b213d95,Gyan ka Sagar,"I can't make monthly payments due to issues with the debit card option... It always shows that there is a problem with my debit card and suggests using another card... I changed my debit card for the payment twice, but I keep getting the same response.",1,0,7.58.0 build 26 34888,2020-05-27 16:08:18,7.58.0 build 26 34888,card_management
922bbd2d-e660-4680-aad8-90dc4643cc3a,Menna Mohamed,Uninstalling the app... canceling my account... stop providing misleading information and supporting ineffective solutions.,1,0,7.83.0 build 25 35223,2023-04-16 18:47:43,7.83.0 build 25 35223,customer_support
d1f27b26-1887-4df7-9aca-c0e95aa82c1c,A Google user,"In the banking app, please have a clear display of transaction details even though they are in plain text because it's hard to understand the balance without proper labels and the font is too small to read.",1,0,2.15.3 build 10 56034,2020-01-09 01:14:36,3.18.4 build 8 40098,transaction_history
69e494b0-cc46-4d7a-96cb-db5a081a35e1,Kaleex,Terrible! Stop removing features that were helpful; transactions wouldn't process or be recommended until you fix these issues.,1,0,8.24.0 build 10 40205,2022-04-09 22:23:43,8.24.0 build 10 40205,money_transfers
38cf2584-9ce7-49dc-820d-47358601f3b1,Punamiya Krish,"Worst update ever for the app. I've been trying for three days to access my account, but the screen is just stuck on the loading page as if they just want to advertise. Refund my money if this is how you handle updates.",1,3,8.73.0 build 11 50438,2023-06-19 06:44:54,8.73.0 build 11 50438,customer_support
e35755d9-c7c7-41c4-8086-d6e3e930ec7b,Kabir Pardeshi,Always experiencing delays with my transactions; they are not clear or timely. Please help me resolve this as my last two transactions are not visible.,2,0,9.14.0 build 9 62572,2025-05-08 11:58:54,9.14.0 build 9 62572,money_transfers
05aa119d-04f1-4433-97e9-535ee3c5805b,Choudhry Zaryab,"The app can't process my payment; I purchased my subscription for a service on my device, but it's saying that the device is incompatible with this version.",1,0,8.96.1 build 16 50568,2023-12-23 08:06:59,8.96.1 build 16 50568,bill_payments
2fd83dd8-4ce2-4143-ad04-c01603e585f4,Edwin Jimenez,"If you're going to restrict account access, at least implement a block that works properly. I can't access my account on my phone anywhere anymore. Not at home, nor during my breaks at work. It's disappointing when competitors offer better service.",1,0,8.137.0 build 4 50942,2024-10-26 04:22:19,8.137.0 build 4 50942,account_balance
a737050b-03c2-4d18-a171-e2ad3d6641f7,manjunath Mugadayyanamath,"Worst experience ever! I made a payment three hours ago, and it's still showing that my account is on hold. I've checked every possibility to resolve this and it's still indicating that the payment needs to be updated.",1,1,8.78.0 build 16 50463,2023-07-23 17:15:50,8.78.0 build 16 50463,bill_payments
11a326da-4af9-4493-a902-f5b704b25c0d,Noor Rammo,"Removing contacts from my account is the worst experience, and I'm definitely considering leaving this app.",1,0,9.47.0 build 2 63732,2025-12-31 00:27:42,9.47.0 build 2 63732,card_management
4414d1e0-5dc2-4f29-8470-a0cb9c4d9543,stepwiseolive 98,"Worst banking app ever. Only allows a limited number of transfers at a time, which is frustrating.",1,0,9.18.2 build 10 62780,2025-06-11 03:47:41,9.18.2 build 10 62780,money_transfers
2c5f4e73-1ccb-4afe-8f91-58969ed55966,Ed Hodnett,"I got a new phone and the app is telling me to update, so my transactions have been pending for two days now. I'm unable to check my balance. 😬☹",1,0,7.110.1 build 8 35525,2021-10-02 22:17:30,7.110.1 build 8 35525,account_balance
f9883ec8-6f14-4b99-9e09-c7b9e9b63965,THEODORE CREAMEAN,"Since the last update, the app has gone from poor to bad. No transaction previews and other features are missing :-(",1,0,7.94.0 build 8 35372,2021-03-16 04:00:10,7.94.0 build 8 35372,transaction_history
59957772-f716-44c6-95a1-0aa6f2ee510b,Akkshay Jadhav,"I am not able to open my banking app. I have recharged my account but I cannot access the home page. It starts and shuts off again, I've tried everything but nothing works.",1,0,7.61.0 build 21 34941,2020-06-27 08:12:41,7.61.0 build 21 34941,customer_support
c9b6f042-a9bf-4f80-bcfd-f4d1659fca5c,nerdy 1st nrgfyghuddyh Uma Cherty,"Worst app ever! After giving my payment, it shows that the payment has not gone through. Totally unreliable.",1,0,3.18.0 build 6 35651,2024-03-21 12:05:25,2.16.5 build 2 52794,bill_payments
1a65d32f-4137-4efc-8015-0d70e5beb4bd,karan K,Server is not working. Very very very worst app. Not connected to the server.,1,0,7.83.0 build 25 35223,2020-12-05 08:49:59,7.83.0 build 25 35223,customer_support
777d9ea9-acdc-4c04-9148-0d99a0ea5a9f,pooja garg,The app has stopped opening since I recharged my account again. It's so annoying. Pathetic service!,1,0,7.62.0 build 22 34954,2020-07-01 04:42:33,7.62.0 build 22 34954,customer_support
da3fa1e4-5814-41c9-96b0-c361587c69a2,A Google user,"The app has just stopped working for me, gets to the login screen then nothing beyond. What a waste of my time this month.",1,1,7.30.0 build 10 34524,2019-10-13 22:49:54,7.30.0 build 10 34524,customer_support
f6698981-6534-4130-90bc-b769622d041a,arun sharma,Having a serious issue that needs fixing; my screen got stuck and I can only hear notifications. Please fix this problem ASAP.,1,0,8.30.0 build 5 40236,2022-06-23 19:45:58,8.30.0 build 5 40236,customer_support
7a2d27f6-1ebf-4e52-a69c-0ca562178369,Chris Summerfield,Really annoying that I have no idea why this needs an update or what's going on in the update. Please inform us so we know what's happening and why.,1,0,7.68.4 build 38 35048,2020-08-25 16:20:04,7.68.4 build 38 35048,customer_support
5084a05d-c581-4d6f-a9e9-cf7e0e46185d,nivetha selvaraj,"After I make a payment, my account balance is not updating.",1,0,8.67.1 build 11 50414,2023-05-12 17:37:08,8.67.1 build 11 50414,account_balance
3dd45f5f-bea4-4e8b-8a6c-0975212714e8,D.M KUTI,The fees for transactions are too high.,1,1,8.105.0 build 15 50626,2024-03-09 09:02:06,8.105.0 build 15 50626,money_transfers
d46c8452-970a-478e-90f0-b33019d58fad,the gaming animation,The app is filled with bugs and doesn't even have basic features. Horrible banking experience just like all the others.,1,2,8.104.0 build 5 50619,2024-03-02 23:14:39,8.104.0 build 5 50619,transaction_history
7623dcc4-d7a4-41ac-80fa-d656c0766428,Anil Rai,"Stopped using it long ago, the single device limit is frustrating and does not meet my needs. What if I only have one device for banking?",1,1,8.100.0 build 6 50594,2024-02-04 07:08:04,8.100.0 build 6 50594,card_management
3107c391-7102-4045-81dc-375f6342abda,A Google user,The app keeps crashing. I'm unable to check my balance on my phone. I deleted the app and now I can't reinstall it.,1,0,7.14.0 build 18 34299,2019-06-22 23:50:05,7.14.0 build 18 34299,customer_support
71864b17-3e6e-4932-b5e7-6b4f760d77d1,Atin,"I want to test the features before committing to a plan, but it's all bad.",1,0,7.83.0 build 25 35223,2020-12-05 04:08:56,7.83.0 build 25 35223,budgeting
99171059-e88d-42cb-90c4-99991db41818,Krishna Tomar,"This is the worst banking app ever, extremely frustrating. I uninstalled it right after installing.",1,0,2.15.2 build 6 52022,2021-08-05 11:48:37,2.14.2 build 7 59713,customer_support
b2f9910f-b812-4990-9f2c-8b3e81986a68,A Google user,It's become a hassle to select my account each time I open the app. It also doesn't save my transaction history and resets every time. I'm ready to switch banks if this continues. So annoying.,1,0,7.10.0 build 11 34238,2019-05-24 12:59:51,7.10.0 build 11 34238,transaction_history
6b4cdb4c-69b3-483f-9a44-44748004dbb7,Soumik Das,Why is everything in a different language? I'm unable to navigate the app or manage my account. I can't even figure out how to update my information.,1,0,8.137.0 build 4 50942,2024-10-23 11:34:01,8.137.0 build 4 50942,customer_support
56757686-b091-48fe-b0f8-73aa8f39c499,Adan Robeson,And yet another fee increase. I might consider closing my account soon. The services are becoming less valuable.,1,2,7.87.2 build 16 35298,2021-01-29 17:46:09,7.87.2 build 16 35298,bill_payments
7d03f370-9348-4675-9e3d-c8b5b2f568ff,Xevoluse,They need to change back the account balance display. The dark theme is just hideous.,1,0,8.34.0 build 4 50250,2022-08-14 21:37:04,8.34.0 build 4 50250,account_balance
26c789d4-5a20-4acc-a7e0-dfc929108ec3,Matthew Pedersen,Why even use this app if I'm forced to pay fees and can't even access all of my transactions? Time to find a better option.,1,1,2.17.5 build 3 57209,2024-11-12 00:27:08,2.19.1 build 8 57011,transaction_history
11ca22a1-69f0-410c-a172-222bf30b58de,Nipholean Maxakana,I can't get my transfers to my savings account. That is quite inconvenient actually.,1,0,8.97.1 build 11 50573,2023-12-12 09:05:22,8.97.1 build 11 50573,money_transfers
9a2d296b-dc24-4980-af68-6a30904f440b,suraj samanta,"Why can't I sign in to the app? It's showing 'sorry, we are unable to complete the sign-in process now. Please try again later'. Please check.",1,2,7.118.0 build 5 35579,2021-09-02 14:59:50,7.118.0 build 5 35579,customer_support
34480921-83a7-49d8-8aa3-71f481f94c1c,Aileen Ancajas,I don't like it anymore. It requires additional verification now to access my account and has multiple issues.,1,0,8.114.0 build 19 50680,2024-05-17 02:24:02,8.114.0 build 19 50680,customer_support
6fecbc7b-7c84-4988-8a84-91c997f2b493,Sumant Dubey,"Worst app! I am not using this app due to login-related issues. Whenever I try to log in, it always shows something went wrong.",1,1,8.102.2 build 20 50611,2024-02-10 14:06:52,8.102.2 build 20 50611,customer_support
620a8e53-8808-4b0c-85e7-d9749f845bde,Kuldeep Singh,"It's misleading showing no fees for transfers, but it's asking for fees during the payment process.",1,0,7.83.0 build 25 35223,2020-12-05 02:46:48,7.83.0 build 25 35223,bill_payments
be51259a-49c7-4465-975d-c6a62233081a,A Google user,"Transactions not processing on my device AT ALL! Only shows a loading screen, this is ridiculous. Works on my tablet, so I don't understand what's the problem here, PLEASE FIX.",1,0,6.20.1 build 51 31579,2019-01-06 03:20:35,6.20.1 build 51 31579,money_transfers
e4949811-5fb3-4af8-8c0f-538c00c1cfa6,rk hnr,Can't connect at all. Error code 423 every time leads to access failed. Money is totally wasted.,1,0,3.18.2 build 1 61709,2020-06-05 17:35:48,2.18.5 build 9 58631,customer_support
fab05e60-17e6-4e18-8e15-c582929b9342,A Google user,I can't even set up an account. It keeps saying something went wrong. I've tried all 4 of my cards. Please help.,1,0,7.49.0 build 19 34761,2020-03-24 11:14:36,7.49.0 build 19 34761,customer_support
a246e921-cef7-49ee-8d3b-5f286ccf3b0d,Darshan kapadiya,It's really frustrating when I open it and it just crashes like a broken system.,1,0,8.15.0 build 7 40137,2022-04-01 21:05:44,8.15.0 build 7 40137,customer_support
ff69e76e-3413-47b2-9411-6bb273b8345f,A Google user,Doesn't work on my mobile device. Displays error 500-1019 when trying to access my account. All other banking apps work fine. Please resolve this issue ASAP. I'm paying for premium features but can't use the app on my mobile due to the mentioned error.,1,2,3.19.1 build 2 38664,2020-01-13 11:22:34,2.18.2 build 6 48109,customer_support
7564b1d8-5385-47eb-a369-0261304d75eb,Becca M,"The ads are so intrusive, my banking experience has never been worse, hope all your promotions fail.",1,0,9.11.1 build 10 62492,2025-04-21 12:44:57,9.11.1 build 10 62492,transaction_history
dcef7b52-a61c-4089-86db-de2c3c2d4e4b,Shalini Negi,"What is this new update? My account balance isn't loading, showing that this information is not available. When I try to check my transactions, it says the same thing?",2,0,7.83.0 build 25 35223,2020-11-25 13:10:27,7.83.0 build 25 35223,account_balance
ecd8515b-037b-4f31-9518-d12f9ed07651,A Google user,"This app doesn't have half the features I am looking for, like instant transfers or budgeting tools. It's useless paying for this app.",2,0,7.38.0 build 27 34635,2019-12-22 11:43:32,7.38.0 build 27 34635,budgeting
