reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,category
c9fcdcdc-3499-442d-bb10-af2b0eb9a470,Andrew Cote,The app is getting too pricey and the quality of my balance updates is terrible even though I have excellent service.,3,0,8.142.1 build 13 51334,2025-04-26 04:24:23,8.142.1 build 13 51334,account_balance
43167347-71cc-49dd-ac4c-041bb3784697,A Google user,It's good but it's unfair that this app doesn't have as many features as some other banking apps.,3,0,5.11.0 build 25412,2019-07-03 09:48:16,5.11.0 build 25412,money_transfers
4f8af23e-2a93-42c7-b6f1-6bc40fec5fa6,D Jmt,Good app for managing only my savings. Many transaction options are not available.,3,0,7.80.0 build 10 35175,2021-02-03 18:44:17,7.80.0 build 10 35175,budgeting
f3ae4858-7ef9-4c37-a8d2-5c2deba23c45,Yasmine Worsham,"Not a bad app but it keeps removing payment options that a lot of people rely on, which ruins the experience for everyone.",3,0,8.27.0 build 5 40228,2022-07-20 05:30:22,8.27.0 build 5 40228,bill_payments
def1cf4a-c2dd-4f57-8a12-88b792551947,ssc,"Why aren't my recent transactions shown in the overview? Sometimes the app freezes while loading my balance, but the notifications keep coming in.",3,0,2.18.0 build 9 40220,2025-01-20 01:39:21,2.17.4 build 7 55458,transaction_history
04a97770-3005-4260-bb33-0e331e41f43c,Logan Teetree,"I love the features, but I'm having difficulty. I updated the app and now it is saying 'can't connect to the server' error 1026.",3,0,7.89.0 build 18 35322,2021-02-11 03:30:51,7.89.0 build 18 35322,customer_support
d147307c-a5c0-4509-bd7c-eac35b36b968,Tommy O'Driscoll,"Hi, my phone updated, and now I can't access any of my accounts. Can you help me? I'm looking for a recovery code, but I don't have one.",3,0,7.111.1 build 5 35531,2021-07-15 08:59:58,7.111.1 build 5 35531,customer_support
1d1dac65-36f3-45ce-beac-210ee5ef5790,E,"Sorry for the 3-star review, but the transaction notifications in English don't work; they're in another language.",3,0,7.68.4 build 38 35048,2020-08-25 07:37:25,7.68.4 build 38 35048,transaction_history
a9a26966-194e-468f-9f6c-966e99a5b552,Danielle Law,"I like what the app offers, but it has recently been coming up with errors even after I reset my phone and reinstalled the app. Please fix this bug.",3,0,3.16.2 build 2 31361,2021-08-02 11:49:16,2.20.5 build 9 59605,customer_support
b8471d13-bd6e-49cd-aa1d-d575c4cbf8ef,A Google user,The new update isn't so great! My phone and the app aren't working smoothly anymore!,3,2,6.22.0 build 9 31627,2019-01-25 03:21:39,6.22.0 build 9 31627,mobile_deposit
5bf9de18-b042-471f-ba53-3a74ad2f9ffa,Sad Kitty,"I'd give it more stars if it weren't for the fact that oftentimes I check the app for my account balance, but it doesn't reflect recent transactions. It can be disappointing to say the least.",3,0,7.63.0 build 13 34962,2020-07-11 07:05:51,7.63.0 build 13 34962,account_balance
abe36750-fe70-4786-b74a-b64753246759,A Google user,"I have to search a lot for quick money transfers to my friends. Otherwise, everything else is wonderful.",3,0,7.33.1 build 23 34567,2019-11-06 03:22:00,7.33.1 build 23 34567,money_transfers
